station,block_id,catalog_source,source_event_id,reference_time,unified_candidate_id,event_class,evaluation_group,existing_fold_roles,prior_pilot_fold_exposed,prospective_event_recall_eligibility
S15,S15_B1,PDS-levent,levent-03104,1972-04-26T05:05:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03105,1972-04-26T07:00:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03106,1972-04-26T07:28:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03107,1972-04-26T09:59:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03108,1972-04-26T10:11:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03109,1972-04-26T12:15:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03110,1972-04-26T12:45:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03111,1972-04-26T13:00:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03112,1972-04-26T13:22:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03113,1972-04-26T14:08:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03114,1972-04-26T16:40:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03115,1972-04-26T17:11:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03116,1972-04-26T19:55:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03117,1972-04-26T21:25:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03118,1972-04-26T22:08:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03119,1972-04-26T22:40:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03120,1972-04-26T23:21:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03121,1972-04-27T01:38:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03122,1972-04-27T02:08:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03123,1972-04-27T04:43:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03124,1972-04-27T04:46:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03125,1972-04-27T08:01:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03126,1972-04-27T11:27:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03127,1972-04-27T13:30:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03128,1972-04-27T15:32:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03129,1972-04-27T16:11:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03130,1972-04-27T17:26:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03131,1972-04-27T17:51:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03132,1972-04-27T18:20:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03133,1972-04-27T19:48:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03134,1972-04-27T20:08:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03135,1972-04-27T20:48:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03136,1972-04-27T22:00:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03137,1972-04-27T22:55:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03138,1972-04-27T23:23:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03139,1972-04-28T01:26:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03140,1972-04-28T01:50:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03141,1972-04-28T02:08:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03142,1972-04-28T02:27:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03143,1972-04-28T05:52:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03144,1972-04-28T09:16:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03145,1972-04-28T10:05:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03146,1972-04-28T11:30:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03147,1972-04-28T11:50:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03148,1972-04-28T13:10:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03149,1972-04-28T13:43:00,levent-03149,deep_moonquake_assigned,deep-family:A419,train,1,exclude_prior_pilot_exposed
S15,S15_B1,PDS-levent,levent-03150,1972-04-28T15:28:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03151,1972-04-28T17:15:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03152,1972-04-28T17:45:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03153,1972-04-28T19:08:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03154,1972-04-28T21:10:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03155,1972-04-28T21:48:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03156,1972-04-28T22:02:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03157,1972-04-28T23:27:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03158,1972-04-29T01:30:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03159,1972-04-29T02:50:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03160,1972-04-29T03:22:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03161,1972-04-29T03:44:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03162,1972-04-29T04:31:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03163,1972-04-29T06:07:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03164,1972-04-29T06:20:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03165,1972-04-29T08:25:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03166,1972-04-29T09:16:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03167,1972-04-29T09:40:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03168,1972-04-29T10:39:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03169,1972-04-29T11:08:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03170,1972-04-29T13:50:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03171,1972-04-29T16:27:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03172,1972-04-29T17:44:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03173,1972-04-29T18:10:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03174,1972-04-29T18:45:00,levent-03174,deep_moonquake_assigned,deep-family:A33,test,1,exclude_prior_pilot_exposed
S15,S15_B1,PDS-levent,levent-03175,1972-04-29T19:35:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03176,1972-04-29T21:39:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03177,1972-04-29T22:45:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03178,1972-04-30T01:17:00,levent-03178,natural_impact,event:levent-03178,train,1,exclude_prior_pilot_exposed
S15,S15_B1,PDS-levent,levent-03179,1972-04-30T04:45:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03180,1972-04-30T07:07:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03181,1972-04-30T07:50:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03182,1972-04-30T08:44:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03183,1972-04-30T14:07:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03184,1972-04-30T14:57:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03185,1972-04-30T15:24:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03186,1972-04-30T16:26:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03187,1972-04-30T17:27:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03188,1972-04-30T18:47:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03189,1972-04-30T20:10:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03190,1972-04-30T20:53:00,levent-03190,deep_moonquake_assigned,deep-family:A99,train,1,exclude_prior_pilot_exposed
S15,S15_B1,PDS-levent,levent-03191,1972-04-30T22:18:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03192,1972-04-30T23:40:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03193,1972-05-01T06:02:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03194,1972-05-01T08:44:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03195,1972-05-01T10:26:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03196,1972-05-01T11:02:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03197,1972-05-01T11:48:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03198,1972-05-01T15:08:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03199,1972-05-01T18:08:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03200,1972-05-01T21:52:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03201,1972-05-02T03:30:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03202,1972-05-02T03:50:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03203,1972-05-02T10:54:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03204,1972-05-02T12:02:00,levent-03204,natural_impact,event:levent-03204,train,1,exclude_prior_pilot_exposed
S15,S15_B1,PDS-levent,levent-03205,1972-05-02T17:42:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03206,1972-05-02T19:40:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03207,1972-05-02T21:42:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03208,1972-05-02T22:16:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03209,1972-05-02T23:59:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03210,1972-05-03T02:52:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03211,1972-05-03T06:13:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03212,1972-05-03T07:47:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03213,1972-05-03T09:40:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03214,1972-05-03T11:22:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03215,1972-05-03T15:44:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03216,1972-05-03T22:12:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03217,1972-05-03T22:21:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03218,1972-05-04T10:40:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03219,1972-05-04T11:16:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03220,1972-05-04T14:16:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03221,1972-05-04T17:22:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03222,1972-05-04T17:50:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03223,1972-05-04T23:47:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03224,1972-05-05T01:07:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03225,1972-05-05T07:39:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03226,1972-05-05T08:09:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03227,1972-05-05T08:32:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03228,1972-05-05T11:02:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03229,1972-05-05T11:29:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03230,1972-05-05T12:37:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03231,1972-05-05T12:45:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03232,1972-05-05T14:11:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03233,1972-05-05T16:34:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03234,1972-05-05T18:43:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03235,1972-05-05T21:36:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03236,1972-05-06T02:48:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03237,1972-05-06T03:19:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03238,1972-05-06T05:42:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03239,1972-05-06T07:05:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03240,1972-05-06T08:38:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03241,1972-05-06T08:56:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03242,1972-05-06T09:50:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03243,1972-05-06T12:05:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03244,1972-05-06T15:58:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03245,1972-05-06T19:30:00,,,,,0,catalog_exclusion_only
S15,S15_B1,PDS-levent,levent-03246,1972-05-06T20:26:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09290,1975-06-02T17:52:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09291,1975-06-03T17:28:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09292,1975-06-04T02:28:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09293,1975-06-04T03:40:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09294,1975-06-04T03:56:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09295,1975-06-04T09:30:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09296,1975-06-04T16:38:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09297,1975-06-05T03:29:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09298,1975-06-05T20:35:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09299,1975-06-06T01:03:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09300,1975-06-06T05:28:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09301,1975-06-06T06:16:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09302,1975-06-06T09:55:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09303,1975-06-06T11:46:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09304,1975-06-06T12:02:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09305,1975-06-06T19:33:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09306,1975-06-07T05:50:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09307,1975-06-07T15:04:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09308,1975-06-07T17:22:00,levent-09308,deep_moonquake_assigned,deep-family:A97,test,1,exclude_prior_pilot_exposed
S14,S14_B2,PDS-levent,levent-09309,1975-06-08T03:49:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09310,1975-06-08T14:08:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09311,1975-06-08T18:55:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09312,1975-06-09T09:03:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09313,1975-06-10T10:19:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09314,1975-06-10T22:20:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09315,1975-06-11T00:58:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09316,1975-06-11T19:22:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09317,1975-06-12T08:13:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09318,1975-06-12T17:10:00,,,,,0,catalog_exclusion_only
S14,S14_B2,PDS-levent,levent-09319,1975-06-13T13:24:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09465,1975-07-25T10:50:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09466,1975-07-28T21:10:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09467,1975-07-29T03:41:00,levent-09467,natural_impact,event:levent-09467,train,1,exclude_prior_pilot_exposed
S16,S16_B1,PDS-levent,levent-09468,1975-07-29T08:42:00,,,,,0,catalog_exclusion_only
S16,S16_B1,PDS-levent,levent-09469,1975-07-29T11:26:00,,,,,0,catalog_exclusion_only
