fold,role,label,event_id,event_class,evaluation_group,station,channel,window_start_nominal,window_end_nominal,sample_rate_hz,gap_fraction_audited,preprocessing_version
holdout_S12,test,event,levent-00901,natural_impact,event:levent-00901,S12,MHZ,1971-03-15T07:48:00.797830,1971-03-15T07:58:00.797830,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-00924,natural_impact,event:levent-00924,S14,MHZ,1971-03-19T18:18:04.385528,1971-03-19T18:28:04.385528,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-00941,deep_moonquake_assigned,deep-family:A1,S12,MHZ,1971-03-21T16:26:02.328208,1971-03-21T16:36:02.328208,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-00971,deep_moonquake_assigned,deep-family:A1,S12,MHZ,1971-03-23T21:12:03.317811,1971-03-23T21:22:03.317811,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-00986,natural_impact,event:levent-00986,S12,MHZ,1971-03-25T15:16:02.302151,1971-03-25T15:26:02.302151,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-00988,deep_moonquake_assigned,deep-family:A1,S12,MHZ,1971-03-26T00:24:59.904755,1971-03-26T00:34:59.904755,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-00991,natural_impact,event:levent-00991,S12,MHZ,1971-03-26T18:21:02.621736,1971-03-26T18:31:02.621736,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-00997,natural_impact,event:levent-00997,S12,MHZ,1971-03-27T23:34:03.539868,1971-03-27T23:44:03.539868,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-01013,natural_impact,event:levent-01013,S14,MHZ,1971-04-01T13:32:03.284925,1971-04-01T13:42:03.284925,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01014,deep_moonquake_assigned,deep-family:A23,S12,MHZ,1971-04-01T16:34:02.439208,1971-04-01T16:44:02.439208,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01033,deep_moonquake_assigned,deep-family:A94,S12,MHZ,1971-04-03T01:47:00.330472,1971-04-03T01:57:00.330472,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01066,deep_moonquake_assigned,deep-family:A8,S12,MHZ,1971-04-08T09:02:00.662537,1971-04-08T09:12:00.662537,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01086,natural_impact,event:levent-01086,S12,MHZ,1971-04-13T12:53:00.650647,1971-04-13T13:03:00.650647,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01117,deep_moonquake_assigned,deep-family:A18,S12,MHZ,1971-04-16T18:42:01.764434,1971-04-16T18:52:01.764434,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01121,deep_moonquake_assigned,deep-family:A1,S12,MHZ,1971-04-17T06:11:00.953245,1971-04-17T06:21:00.953245,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01136,natural_impact,event:levent-01136,S12,MHZ,1971-04-21T23:35:03.868226,1971-04-21T23:45:03.868226,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01222,natural_impact,event:levent-01222,S12,MHZ,1971-05-12T08:03:00.674472,1971-05-12T08:13:00.674472,6.625,0.0007547169811320754,primary-mh-v0.1
holdout_S12,test,event,levent-01223,natural_impact,event:levent-01223,S12,MHZ,1971-05-12T09:43:00.976358,1971-05-12T09:53:00.976358,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01233,natural_impact,event:levent-01233,S12,MHZ,1971-05-13T02:58:00.371887,1971-05-13T03:08:00.371887,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01238,natural_impact,event:levent-01238,S12,MHZ,1971-05-13T11:49:00.900189,1971-05-13T11:59:00.900189,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-01248,natural_impact,event:levent-01248,S14,MHZ,1971-05-15T02:02:00.477887,1971-05-15T02:12:00.477887,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01267,natural_impact,event:levent-01267,S12,MHZ,1971-05-22T17:53:02.763623,1971-05-22T18:03:02.763623,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01270,natural_impact,event:levent-01270,S12,MHZ,1971-05-23T22:18:03.709755,1971-05-23T22:28:03.709755,6.625,0.018867924528301886,primary-mh-v0.1
holdout_S12,test,event,levent-01346,natural_impact,event:levent-01346,S12,MHZ,1971-06-04T21:49:02.494736,1971-06-04T21:59:02.494736,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-01369,natural_impact,event:levent-01369,S14,MHZ,1971-06-08T14:18:03.123981,1971-06-08T14:28:03.123981,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01386,deep_moonquake_assigned,deep-family:A1,S12,MHZ,1971-06-09T10:15:01.083132,1971-06-09T10:25:01.083132,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01410,natural_impact,event:levent-01410,S12,MHZ,1971-06-11T13:50:01.687547,1971-06-11T14:00:01.687547,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01416,deep_moonquake_assigned,deep-family:A1,S12,MHZ,1971-06-12T06:36:00.868830,1971-06-12T06:46:00.868830,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01417,natural_impact,event:levent-01417,S12,MHZ,1971-06-12T10:49:01.548075,1971-06-12T10:59:01.548075,6.625,0.011320754716981131,primary-mh-v0.1
holdout_S12,test,event,levent-01428,natural_impact,event:levent-01428,S12,MHZ,1971-06-19T16:33:00.192528,1971-06-19T16:43:00.192528,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01455,natural_impact,event:levent-01455,S12,MHZ,1971-06-24T17:17:00.278415,1971-06-24T17:27:00.278415,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01471,natural_impact,event:levent-01471,S12,MHZ,1971-06-26T00:08:59.808755,1971-06-26T00:18:59.808755,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01476,natural_impact,event:levent-01476,S12,MHZ,1971-06-27T18:53:00.344415,1971-06-27T19:03:00.344415,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-01488,natural_impact,event:levent-01488,S14,MHZ,1971-06-30T13:59:03.265394,1971-06-30T14:09:03.265394,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01516,deep_moonquake_assigned,deep-family:A1,S12,MHZ,1971-07-06T16:50:01.872434,1971-07-06T17:00:01.872434,6.625,0.002012578616352201,primary-mh-v0.1
holdout_S12,test,event,levent-01559,natural_impact,event:levent-01559,S12,MHZ,1971-07-14T03:00:00.635830,1971-07-14T03:10:00.635830,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01560,natural_impact,event:levent-01560,S12,MHZ,1971-07-14T23:56:02.447151,1971-07-15T00:06:02.447151,6.625,0.004528301886792453,primary-mh-v0.1
holdout_S12,test,event,levent-01586,deep_moonquake_assigned,deep-family:A9,S12,MHZ,1971-07-22T09:17:00.338415,1971-07-22T09:27:00.338415,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01592,natural_impact,event:levent-01592,S12,MHZ,1971-07-23T17:10:00.376000,1971-07-23T17:20:00.376000,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01599,natural_impact,event:levent-01599,S12,MHZ,1971-07-26T11:22:00.293113,1971-07-26T11:32:00.293113,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01600,natural_impact,event:levent-01600,S12,MHZ,1971-07-26T11:59:00.368585,1971-07-26T12:09:00.368585,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01601,natural_impact,event:levent-01601,S12,MHZ,1971-07-27T11:43:00.034585,1971-07-27T11:53:00.034585,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01605,artificial_impact_sivb,event:levent-01605,S12,MHZ,1971-07-29T20:58:00.569272,1971-07-29T21:08:00.569272,6.625,0.021635220125786163,primary-mh-v0.1
holdout_S12,test,event,levent-01616,artificial_impact_lm,event:levent-01616,S12,MHZ,1971-08-03T03:05:00.202528,1971-08-03T03:15:00.202528,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01619,natural_impact,event:levent-01619,S12,MHZ,1971-08-03T21:07:02.164792,1971-08-03T21:17:02.164792,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-01693,natural_impact,event:levent-01693,S14,MHZ,1971-08-21T22:22:05.003189,1971-08-21T22:32:05.003189,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01754,deep_moonquake_assigned,deep-family:A1,S12,MHZ,1971-09-02T23:10:02.787094,1971-09-02T23:20:02.787094,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-01756,deep_moonquake_assigned,deep-family:A257,S14,MHZ,1971-09-03T09:18:02.080321,1971-09-03T09:28:02.080321,6.625,0.0,primary-mh-v0.1
holdout_S12,train,event,levent-01756,deep_moonquake_assigned,deep-family:A257,S15,MHZ,1971-09-03T09:18:01.950321,1971-09-03T09:28:01.950321,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01767,natural_impact,event:levent-01767,S12,MHZ,1971-09-09T06:10:00.785887,1971-09-09T06:20:00.785887,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01780,deep_moonquake_assigned,deep-family:A9,S12,MHZ,1971-09-15T08:50:00.367887,1971-09-15T09:00:00.367887,6.625,0.0,primary-mh-v0.1
holdout_S12,test,event,levent-01787,deep_moonquake_assigned,deep-family:A25,S12,MHZ,1971-09-15T18:16:00.216943,1971-09-15T18:26:00.216943,6.625,0.0,primary-mh-v0.1
